,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
12691,Maruti Swift,Maruti,Swift,2019,47050,Petrol,Manual,21.21,530000
12692,Datsun redi-GO,Datsun,redi-GO,2018,7001,Petrol,Manual,21.7,325000
12693,Maruti Celerio,Maruti,Celerio,2016,50000,Petrol,Automatic,23.1,440000
12694,Ford Figo,Ford,Figo,2015,45000,Diesel,Manual,20.0,375000
12695,Toyota Fortuner,Toyota,Fortuner,2015,127000,Diesel,Manual,11.5,1450000
12696,Maruti Wagon R,Maruti,Wagon R,2018,53000,CNG,Manual,33.54,380000
12697,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2010,57000,Petrol,Automatic,11.74,895000
12698,Hyundai Santro,Hyundai,Santro,2013,65000,Petrol,Manual,17.92,310000
12699,BMW X5,BMW,X5,2018,15000,Diesel,Automatic,15.97,5000000
12700,Hyundai Santro,Hyundai,Santro,2015,64000,Petrol,Manual,17.92,240000
12701,Maruti S-Presso,Maruti,S-Presso,2022,1200,Petrol,Manual,21.7,500000
12702,Toyota Innova,Toyota,Innova,2011,214000,Diesel,Manual,12.99,525000
12703,Honda Amaze,Honda,Amaze,2016,35000,Petrol,Automatic,15.5,425000
12704,Volkswagen Vento,Volkswagen,Vento,2017,38000,Petrol,Automatic,16.93,545000
12705,Honda Civic,Honda,Civic,2011,101689,Petrol,Manual,13.5,465000
12706,Toyota Innova,Toyota,Innova,2013,132734,Diesel,Manual,12.8,955000
12707,Maruti Swift Dzire,Maruti,Swift Dzire,2018,28117,Petrol,Manual,20.85,615000
12708,Maruti Swift Dzire,Maruti,Swift Dzire,2015,56000,Diesel,Manual,23.4,359000
12709,Maruti Baleno,Maruti,Baleno,2020,70000,Diesel,Manual,27.39,600000
12710,Datsun GO,Datsun,GO,2018,120000,Petrol,Manual,20.62,200000
12711,Maruti Baleno,Maruti,Baleno,2021,40000,Petrol,Manual,21.4,525000
12712,Maruti Swift,Maruti,Swift,2016,50000,Petrol,Manual,18.6,450000
12713,Toyota Innova,Toyota,Innova,2017,65000,Diesel,Manual,12.99,850000
12714,Maruti Alto,Maruti,Alto,2013,50000,Petrol,Manual,20.92,145000
12716,Honda City,Honda,City,2015,57000,Petrol,Manual,17.0,590000
12717,Maruti Wagon R,Maruti,Wagon R,2015,140000,CNG,Manual,26.6,275000
12718,Maruti Alto,Maruti,Alto,2018,60000,Petrol,Manual,23.95,280000
12719,Hyundai Verna,Hyundai,Verna,2016,30666,Diesel,Manual,22.32,565000
12720,BMW 3,BMW,3,2015,50000,Petrol,Automatic,14.59,1800000
12721,Skoda Superb,Skoda,Superb,2014,80000,Petrol,Manual,13.14,395000
12722,Skoda Rapid,Skoda,Rapid,2018,39000,Petrol,Automatic,14.3,625000
12723,Hyundai Verna,Hyundai,Verna,2014,44906,Petrol,Manual,17.01,580000
12724,Maruti Swift Dzire,Maruti,Swift Dzire,2015,45000,Diesel,Manual,23.4,374000
12725,Mahindra Bolero,Mahindra,Bolero,2018,60240,Diesel,Manual,15.96,665000
12726,Maruti Swift Dzire,Maruti,Swift Dzire,2013,90000,Diesel,Manual,19.3,250000
12727,Hyundai i10,Hyundai,i10,2010,124000,Petrol,Manual,19.81,150000
12728,BMW X3,BMW,X3,2015,65000,Diesel,Automatic,16.09,2150000
12729,Mahindra Bolero,Mahindra,Bolero,2014,100000,Diesel,Manual,15.96,400000
12730,Maruti Vitara,Maruti,Vitara,2020,35000,Diesel,Automatic,24.3,975000
12731,Honda WR-V,Honda,WR-V,2020,40000,Petrol,Manual,17.5,700000
12732,BMW X4,BMW,X4,2021,10000,Diesel,Automatic,16.78,5500000
12733,Honda City,Honda,City,2017,75000,Diesel,Manual,26.0,550000
12734,Hyundai Grand,Hyundai,Grand,2018,35000,Petrol,Manual,18.9,420000
12735,Volkswagen Vento,Volkswagen,Vento,2013,110000,Petrol,Manual,15.8,250000
12736,Maruti Swift,Maruti,Swift,2019,37000,Petrol,Manual,20.4,565000
12737,Renault KWID,Renault,KWID,2018,14000,Petrol,Manual,22.3,370000
12738,Mahindra Bolero,Mahindra,Bolero,2019,80000,Diesel,Manual,16.5,750000
12739,Hyundai i10,Hyundai,i10,2016,60000,Petrol,Manual,20.36,276000
12740,Skoda Superb,Skoda,Superb,2018,65000,Petrol,Automatic,14.67,1525000
12741,Maruti Baleno,Maruti,Baleno,2019,26000,Petrol,Manual,21.4,725000
12742,Toyota Fortuner,Toyota,Fortuner,2019,46975,Diesel,Automatic,12.9,3080000
12743,Maruti Wagon R,Maruti,Wagon R,2015,69000,CNG,Manual,26.2,290000
12744,Toyota Innova,Toyota,Innova,2015,120000,Diesel,Manual,12.99,955000
12745,Datsun RediGO,Datsun,RediGO,2021,20000,Petrol,Automatic,22.5,270000
12746,Hyundai Grand,Hyundai,Grand,2017,10000,Petrol,Manual,18.9,450000
12747,Volkswagen Polo,Volkswagen,Polo,2020,18000,Petrol,Automatic,17.21,865000
12748,Ford Ecosport,Ford,Ecosport,2021,14000,Diesel,Manual,23.0,1245000
12749,Maruti Alto,Maruti,Alto,2013,7000,Petrol,Manual,19.7,150000
12750,Hyundai Grand,Hyundai,Grand,2020,25000,Petrol,Automatic,18.9,480000
12751,Toyota Fortuner,Toyota,Fortuner,2020,25344,Diesel,Automatic,12.9,3485000
12752,Hyundai Verna,Hyundai,Verna,2017,60000,Petrol,Manual,17.43,570000
12753,Volkswagen Polo,Volkswagen,Polo,2021,23368,Diesel,Manual,20.14,810000
12754,Toyota Innova,Toyota,Innova,2018,46000,Diesel,Manual,13.68,1650000
12755,Hyundai Verna,Hyundai,Verna,2017,30000,Petrol,Manual,17.1,635000
12756,Hyundai i20,Hyundai,i20,2020,39000,Petrol,Manual,18.6,795000
12757,Honda City,Honda,City,2018,50000,Diesel,Manual,26.0,660000
12758,Honda City,Honda,City,2014,64498,Petrol,Automatic,15.6,450000
12759,Maruti Baleno,Maruti,Baleno,2019,52000,Diesel,Manual,27.39,575000
12760,Maruti Wagon R,Maruti,Wagon R,2016,50000,Petrol,Manual,20.51,260000
12761,Ford Figo,Ford,Figo,2012,80000,Petrol,Manual,15.6,250000
12762,Volkswagen Polo,Volkswagen,Polo,2017,32000,Petrol,Manual,16.2,615000
12763,Hyundai Grand,Hyundai,Grand,2019,19744,Diesel,Manual,24.0,540000
12764,Maruti Eeco,Maruti,Eeco,2019,19955,Petrol,Manual,15.37,390000
12765,Maruti Swift,Maruti,Swift,2022,5000,Petrol,Manual,21.21,610000
12766,Honda WR-V,Honda,WR-V,2019,34052,Diesel,Manual,25.5,1005000
12767,Toyota Innova,Toyota,Innova,2019,52000,Diesel,Automatic,11.36,1965000
12768,Ford Figo,Ford,Figo,2013,110000,Diesel,Manual,20.0,250000
12769,Hyundai Verna,Hyundai,Verna,2016,43000,Petrol,Manual,17.43,600000
12770,Audi A6,Audi,A6,2016,44000,Diesel,Automatic,17.68,1751000
12771,Volkswagen Polo,Volkswagen,Polo,2018,29000,Petrol,Automatic,17.21,665000
12772,Maruti Baleno,Maruti,Baleno,2018,34114,Petrol,Manual,21.01,639000
12773,Hyundai Grand,Hyundai,Grand,2016,34400,Petrol,Automatic,18.9,515000
12774,Maruti Wagon R,Maruti,Wagon R,2018,45800,Petrol,Automatic,21.79,455000
12775,Maruti Vitara,Maruti,Vitara,2021,26000,Diesel,Manual,24.3,875000
12776,Maruti Ertiga,Maruti,Ertiga,2020,12998,Petrol,Manual,17.5,899000
12777,Maruti Swift Dzire,Maruti,Swift Dzire,2013,70000,Petrol,Manual,17.5,240000
12778,Hyundai i10,Hyundai,i10,2013,45854,Petrol,Automatic,16.95,330000
12779,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2013,56000,Diesel,Automatic,14.21,1235000
12780,Maruti Swift Dzire,Maruti,Swift Dzire,2013,86000,Diesel,Manual,19.3,420000
12781,Maruti Ciaz,Maruti,Ciaz,2019,55000,Diesel,Manual,26.21,675000
12782,Honda City,Honda,City,2018,19117,Petrol,Manual,17.4,765000
12783,Maruti Ertiga,Maruti,Ertiga,2018,37000,Diesel,Manual,24.52,810000
12784,Hyundai Creta,Hyundai,Creta,2019,35000,Diesel,Manual,21.38,890000
12785,Maruti Swift,Maruti,Swift,2018,47350,Diesel,Manual,25.2,640000
12786,Maruti Vitara,Maruti,Vitara,2019,44000,Diesel,Manual,24.3,950000
12787,Hyundai Santro,Hyundai,Santro,2021,10000,Petrol,Manual,20.3,450000
12788,Maruti Swift,Maruti,Swift,2017,70000,Diesel,Manual,28.4,500000
12789,Hyundai i20,Hyundai,i20,2020,5436,Petrol,Manual,18.6,875000
12790,Mahindra Scorpio,Mahindra,Scorpio,2021,30000,Diesel,Manual,16.36,1300000
12791,BMW 5,BMW,5,2013,71000,Diesel,Automatic,16.73,1750000
12792,Maruti Alto,Maruti,Alto,2018,25000,Petrol,Manual,22.74,290000
12793,Hyundai Tucson,Hyundai,Tucson,2020,12000,Petrol,Automatic,12.95,1765000
12794,Honda City,Honda,City,2016,100000,Diesel,Manual,26.0,550000
12795,Renault Duster,Renault,Duster,2021,7131,Petrol,Automatic,14.99,1099000
12796,Maruti Dzire VXI,Maruti,Dzire VXI,2019,30500,Petrol,Automatic,24.12,675000
12797,Hyundai i20,Hyundai,i20,2020,20000,Petrol,Automatic,17.4,795000
12798,Maruti Alto,Maruti,Alto,2017,15000,Petrol,Manual,22.74,295000
12799,Honda Amaze,Honda,Amaze,2017,63000,Diesel,Manual,25.8,455000
12800,BMW X1,BMW,X1,2018,55000,Diesel,Automatic,20.68,2050000
12801,BMW 5,BMW,5,2020,23000,Diesel,Automatic,18.59,5150000
12802,Datsun RediGO,Datsun,RediGO,2019,40000,Petrol,Manual,22.7,280000
12803,Ford Figo,Ford,Figo,2018,30000,Petrol,Manual,18.16,550000
12804,Maruti Ciaz,Maruti,Ciaz,2018,35000,Diesel,Manual,28.09,750000
12805,Hyundai Santro,Hyundai,Santro,2021,6932,Petrol,Automatic,20.3,650000
12806,Honda Jazz,Honda,Jazz,2011,53000,Petrol,Manual,16.0,225000
12807,Maruti Alto,Maruti,Alto,2015,50000,Petrol,Manual,20.92,210000
12808,Maruti Baleno,Maruti,Baleno,2018,38953,Petrol,Manual,21.01,611000
12809,Honda Amaze,Honda,Amaze,2020,17362,Petrol,Manual,18.6,825000
12810,Hyundai Verna,Hyundai,Verna,2017,56000,Diesel,Manual,23.9,585000
12811,Volkswagen Vento,Volkswagen,Vento,2014,98078,Diesel,Manual,20.54,451000
12812,Volkswagen Polo,Volkswagen,Polo,2017,7000,Petrol,Manual,16.2,615000
12813,Hyundai i10,Hyundai,i10,2013,68000,Petrol,Manual,20.36,286000
12814,Maruti Swift,Maruti,Swift,2015,130000,Diesel,Manual,22.9,420000
12815,Ford Figo,Ford,Figo,2016,105000,Petrol,Manual,15.6,285000
12816,Renault KWID,Renault,KWID,2019,8905,Petrol,Manual,25.17,349000
12817,Ford Figo,Ford,Figo,2019,80000,Diesel,Manual,25.83,520000
12818,Toyota Innova,Toyota,Innova,2011,180000,Diesel,Manual,12.8,430000
12819,Volkswagen Vento,Volkswagen,Vento,2015,40000,Petrol,Manual,15.04,385000
12820,BMW Z4,BMW,Z4,2012,5022,Petrol,Automatic,10.37,3100000
12821,Honda City,Honda,City,2012,54000,Petrol,Manual,17.4,375000
12822,Maruti Swift,Maruti,Swift,2016,98145,Petrol,Manual,18.6,380000
12823,Maruti Ertiga,Maruti,Ertiga,2014,50000,Diesel,Manual,20.77,600000
12824,Hyundai i20,Hyundai,i20,2020,40000,Diesel,Manual,22.54,620000
12825,Maruti Wagon R,Maruti,Wagon R,2016,71000,CNG,Manual,26.2,370000
12826,Datsun RediGO,Datsun,RediGO,2019,15000,Petrol,Manual,22.7,250000
12828,Maruti Swift,Maruti,Swift,2014,80000,Diesel,Manual,22.9,485000
12829,Maruti Ertiga,Maruti,Ertiga,2020,13158,Petrol,Manual,17.5,950000
12830,Maruti Swift,Maruti,Swift,2015,54000,Diesel,Manual,22.9,445000
12831,Hyundai Verna,Hyundai,Verna,2020,12000,Petrol,Automatic,15.92,1200000
12832,Maruti Swift,Maruti,Swift,2015,225000,Diesel,Manual,22.9,450000
12833,Hyundai i20,Hyundai,i20,2020,25000,Petrol,Manual,17.19,750000
12834,Honda City,Honda,City,2019,27000,Petrol,Automatic,18.0,1100000
12835,Hyundai Santro,Hyundai,Santro,2011,120000,Petrol,Manual,17.8,90000
12836,Isuzu D-Max,Isuzu,D-Max,2018,80000,Diesel,Manual,12.4,1050000
12837,Maruti Wagon R,Maruti,Wagon R,2019,50000,Petrol,Manual,20.51,315000
12838,BMW 5,BMW,5,2016,75000,Diesel,Automatic,11.5,3100000
12839,Hyundai i20,Hyundai,i20,2019,37015,Petrol,Manual,18.6,695000
12840,Maruti Alto,Maruti,Alto,2020,20000,Petrol,Manual,24.7,280000
12841,Skoda Rapid,Skoda,Rapid,2016,20353,Diesel,Manual,20.5,521000
12842,Renault KWID,Renault,KWID,2019,35000,Petrol,Automatic,24.04,435000
12843,Ford Ecosport,Ford,Ecosport,2021,11000,Diesel,Manual,22.77,945000
12844,Maruti Ignis,Maruti,Ignis,2020,25000,Petrol,Manual,20.89,492000
12845,Ford Endeavour,Ford,Endeavour,2018,38000,Diesel,Automatic,12.62,2250000
12846,Skoda Octavia,Skoda,Octavia,2020,55000,Diesel,Automatic,19.5,2000000
12847,Maruti Vitara,Maruti,Vitara,2019,52000,Diesel,Manual,24.3,695000
12848,BMW 5,BMW,5,2018,42000,Diesel,Automatic,18.12,2675000
12849,Honda City,Honda,City,2017,23000,Petrol,Automatic,18.0,800000
12850,Hyundai Creta,Hyundai,Creta,2017,97247,Diesel,Manual,19.67,950000
12851,Skoda Superb,Skoda,Superb,2012,54000,Petrol,Automatic,13.7,449000
12852,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2018,29052,Petrol,Automatic,14.74,2800000
12853,Maruti Baleno,Maruti,Baleno,2020,38000,Petrol,Manual,21.4,515000
12854,Jaguar XF,Jaguar,XF,2017,34000,Diesel,Automatic,16.36,2350000
12855,Volkswagen Polo,Volkswagen,Polo,2017,20000,Petrol,Manual,16.47,499000
12856,Honda Amaze,Honda,Amaze,2017,39600,Diesel,Manual,25.8,490000
12857,Audi A6,Audi,A6,2018,35000,Diesel,Automatic,17.68,3125000
12858,Volkswagen Polo,Volkswagen,Polo,2018,59000,Petrol,Manual,15.26,650000
12859,Hyundai i10,Hyundai,i10,2018,35000,Petrol,Manual,19.81,350000
12860,Hyundai Grand,Hyundai,Grand,2016,40000,Petrol,Manual,18.9,495000
12861,Mahindra Scorpio,Mahindra,Scorpio,2017,35000,Diesel,Manual,15.4,875000
12862,Renault Duster,Renault,Duster,2018,70000,Diesel,Manual,19.87,600000
12863,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2008,45000,Diesel,Automatic,14.84,425000
12864,Maruti Ertiga,Maruti,Ertiga,2015,15000,Petrol,Manual,16.02,550000
12865,Mahindra KUV,Mahindra,KUV,2018,25000,Petrol,Manual,18.15,500000
12866,Renault Duster,Renault,Duster,2017,100000,Diesel,Manual,19.01,470000
12867,Mahindra XUV500,Mahindra,XUV500,2017,40000,Diesel,Manual,15.1,950000
12868,Volkswagen Vento,Volkswagen,Vento,2014,79324,Petrol,Manual,15.04,490000
12869,Maruti Vitara,Maruti,Vitara,2021,20000,Diesel,Manual,24.3,750000
12870,Honda Jazz,Honda,Jazz,2018,90000,Diesel,Manual,27.3,545000
12871,Maruti Wagon R,Maruti,Wagon R,2011,55000,Petrol,Manual,18.9,160000
12872,Renault Duster,Renault,Duster,2015,110000,Diesel,Manual,19.87,415000
12873,Toyota Innova,Toyota,Innova,2016,69000,Diesel,Manual,12.99,895000
12874,Hyundai i20,Hyundai,i20,2017,24000,Diesel,Manual,23.0,660000
12875,Maruti Alto,Maruti,Alto,2019,61000,CNG,Manual,33.44,340000
12876,Maruti Alto,Maruti,Alto,2016,64531,Petrol,Manual,23.95,355000
12877,Renault Duster,Renault,Duster,2020,40000,Diesel,Manual,20.0,900000
12878,Maruti Wagon R,Maruti,Wagon R,2017,57000,Petrol,Manual,18.9,425000
12880,Volkswagen Polo,Volkswagen,Polo,2019,55000,Petrol,Manual,16.2,675000
12881,Hyundai Tucson,Hyundai,Tucson,2019,44000,Diesel,Manual,18.42,1500000
12882,Renault KWID,Renault,KWID,2019,35000,Petrol,Automatic,24.04,405000
12883,Mahindra XUV500,Mahindra,XUV500,2017,120000,Diesel,Manual,16.0,945000
12884,Maruti Alto,Maruti,Alto,2018,50000,Petrol,Manual,22.74,250000
12885,Mahindra Thar,Mahindra,Thar,2019,25000,Diesel,Manual,16.55,700000
12886,Volkswagen Polo,Volkswagen,Polo,2021,20000,Petrol,Manual,18.78,550000
12887,Hyundai i20,Hyundai,i20,2011,50000,Petrol,Manual,17.0,280000
12888,Maruti Swift,Maruti,Swift,2012,91000,Petrol,Manual,22.0,265000
12889,Skoda Rapid,Skoda,Rapid,2016,52135,Diesel,Manual,20.5,610000
12890,Honda Amaze,Honda,Amaze,2017,48000,Diesel,Manual,25.8,450000
12891,Ford Figo,Ford,Figo,2015,87000,Diesel,Manual,20.0,415000
12892,Tata Safari,Tata,Safari,2014,77450,Diesel,Manual,13.93,349000
12893,Ford Ecosport,Ford,Ecosport,2015,88000,Diesel,Manual,22.7,460000
12894,Honda Jazz,Honda,Jazz,2018,46774,Petrol,Manual,18.7,600000
12895,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2012,45000,Diesel,Automatic,14.84,740000
12896,Mahindra XUV500,Mahindra,XUV500,2017,50000,Diesel,Manual,15.1,800000
12897,Maruti Ciaz,Maruti,Ciaz,2020,50000,Diesel,Manual,28.09,702000
12898,Hyundai i10,Hyundai,i10,2012,60000,Petrol,Manual,20.36,275000
12899,Maruti Alto,Maruti,Alto,2015,52000,Petrol,Manual,22.74,236000
12900,Skoda Rapid,Skoda,Rapid,2017,33000,Petrol,Automatic,14.3,575000
12901,Mahindra Scorpio,Mahindra,Scorpio,2016,213000,Diesel,Manual,14.0,450000
12902,Maruti Swift,Maruti,Swift,2020,40000,Diesel,Manual,25.2,725000
12903,Hyundai i10,Hyundai,i10,2010,57000,Petrol,Manual,19.81,190000
12905,Renault Duster,Renault,Duster,2016,57000,Diesel,Manual,20.46,740000
12906,Volkswagen Polo,Volkswagen,Polo,2014,58700,Petrol,Manual,16.47,299000
12907,Maruti Alto,Maruti,Alto,2017,30000,Petrol,Manual,22.74,230000
12908,Ford Figo,Ford,Figo,2013,110000,Diesel,Manual,20.0,200000
12909,Volkswagen Polo,Volkswagen,Polo,2012,50000,Petrol,Manual,16.47,395000
12910,Skoda Octavia,Skoda,Octavia,2017,81000,Petrol,Automatic,14.7,1275000
12911,Maruti Swift,Maruti,Swift,2020,41000,Petrol,Manual,22.0,574000
12912,Hyundai Verna,Hyundai,Verna,2016,43000,Petrol,Automatic,17.1,690000
12913,Maruti Ciaz,Maruti,Ciaz,2019,38629,Diesel,Manual,28.09,725000
12914,Mahindra Scorpio,Mahindra,Scorpio,2014,85000,Diesel,Manual,12.05,599000
12915,BMW 7,BMW,7,2012,71000,Diesel,Automatic,16.46,1950000
12916,MG Hector,MG,Hector,2021,35803,Diesel,Manual,17.41,2075000
12917,Hyundai Grand,Hyundai,Grand,2019,47961,Petrol,Manual,18.9,550000
12918,Maruti Ciaz,Maruti,Ciaz,2020,11113,Petrol,Manual,20.65,1015000
12919,Datsun RediGO,Datsun,RediGO,2019,80000,Petrol,Manual,22.7,259000
12920,Honda City,Honda,City,2017,42000,Petrol,Manual,17.4,550000
12921,Hyundai Grand,Hyundai,Grand,2017,69000,Petrol,Automatic,18.9,485000
12922,Maruti Wagon R,Maruti,Wagon R,2017,90000,Petrol,Manual,20.51,350000
12923,Ford Ecosport,Ford,Ecosport,2018,33000,Petrol,Manual,15.85,550000
12924,Honda City,Honda,City,2017,15000,Petrol,Manual,17.4,875000
12925,Mahindra XUV500,Mahindra,XUV500,2018,72000,Diesel,Manual,16.0,1245000
12926,Maruti Swift,Maruti,Swift,2021,30000,Diesel,Automatic,28.4,875000
12927,Maruti Swift,Maruti,Swift,2019,75000,Petrol,Manual,20.4,475000
12928,Maruti Vitara,Maruti,Vitara,2020,30000,Diesel,Manual,24.3,711000
12929,Honda City,Honda,City,2019,25000,Petrol,Automatic,18.0,1050000
12930,Ford Figo,Ford,Figo,2019,40000,Petrol,Manual,18.12,500000
12931,Maruti Swift,Maruti,Swift,2020,59311,Diesel,Manual,28.4,800000
12932,Hyundai i20,Hyundai,i20,2014,77000,Diesel,Manual,23.0,359000
12933,Maruti Alto,Maruti,Alto,2016,53000,Petrol,Manual,23.95,290000
12934,Maruti Swift,Maruti,Swift,2010,80000,Petrol,Manual,16.1,220000
12935,Maruti Ertiga,Maruti,Ertiga,2020,56000,CNG,Manual,26.08,900000
12936,Hyundai i20,Hyundai,i20,2020,30000,Petrol,Manual,18.6,850000
12937,Datsun RediGO,Datsun,RediGO,2019,28100,Petrol,Manual,22.7,270000
12938,Hyundai Verna,Hyundai,Verna,2019,56100,Diesel,Manual,24.0,750000
12939,Hyundai Creta,Hyundai,Creta,2021,40000,Diesel,Manual,22.1,1100000
12940,Maruti XL6,Maruti,XL6,2021,20000,Petrol,Manual,19.01,1000000
12941,Toyota Innova,Toyota,Innova,2016,44000,Diesel,Manual,12.99,1550000
12942,BMW X3,BMW,X3,2016,65000,Diesel,Automatic,16.09,2025000
12943,Maruti Alto,Maruti,Alto,2010,60000,Petrol,Manual,19.7,91000
12944,Mahindra Marazzo,Mahindra,Marazzo,2021,50000,Diesel,Manual,17.3,1450000
12945,Volkswagen Polo,Volkswagen,Polo,2016,40000,Petrol,Manual,16.47,575000
12946,Hyundai Verna,Hyundai,Verna,2019,20000,Petrol,Manual,17.01,875000
12947,Maruti Swift,Maruti,Swift,2020,50000,Diesel,Manual,28.4,700000
12948,Hyundai i10,Hyundai,i10,2014,75750,Petrol,Manual,20.36,325000
12949,Toyota Fortuner,Toyota,Fortuner,2021,33000,Diesel,Automatic,12.9,3300000
12950,Hyundai Grand,Hyundai,Grand,2018,29000,Petrol,Manual,18.9,525000
12951,Renault Duster,Renault,Duster,2019,60000,Diesel,Manual,19.87,850000
12952,Maruti Swift Dzire,Maruti,Swift Dzire,2013,80930,Petrol,Manual,17.5,400000
12953,Mahindra Scorpio,Mahindra,Scorpio,2019,68000,Diesel,Manual,15.4,985000
12954,Maruti Ertiga,Maruti,Ertiga,2018,110000,Diesel,Manual,24.52,850000
12955,Land Rover Rover,Land Rover,Rover,2021,4000,Diesel,Automatic,12.83,4750000
12956,Maruti Eeco,Maruti,Eeco,2012,22000,Petrol,Manual,15.37,130000
12957,Renault KWID,Renault,KWID,2021,8500,Petrol,Manual,23.01,440000
12958,Honda Amaze,Honda,Amaze,2020,20833,Petrol,Manual,18.6,825000
12959,Hyundai Verna,Hyundai,Verna,2017,71000,Petrol,Manual,17.1,635000
12960,BMW 5,BMW,5,2017,25000,Diesel,Automatic,18.12,2499000
12961,Maruti Celerio,Maruti,Celerio,2019,49600,Petrol,Manual,23.1,390000
12962,Honda Amaze,Honda,Amaze,2016,81747,Petrol,Manual,18.6,400000
12963,Maruti Alto,Maruti,Alto,2017,32900,Petrol,Manual,23.95,350000
12964,Maruti Ertiga,Maruti,Ertiga,2021,34000,CNG,Manual,26.8,925000
12965,BMW X1,BMW,X1,2017,45000,Diesel,Automatic,17.05,1300000
12966,Hyundai i10,Hyundai,i10,2016,82000,Petrol,Manual,20.36,385000
12967,Ford Figo,Ford,Figo,2012,63500,Petrol,Manual,15.6,240000
12968,Hyundai i10,Hyundai,i10,2015,72000,Petrol,Manual,19.81,265000
12969,Hyundai i20,Hyundai,i20,2014,43000,Diesel,Manual,22.54,400000
12970,BMW 3,BMW,3,2016,41000,Diesel,Automatic,18.88,1650000
12971,Hyundai Verna,Hyundai,Verna,2013,46000,Petrol,Manual,17.01,495000
12972,Maruti Wagon R,Maruti,Wagon R,2015,40000,Petrol,Manual,20.51,385000
12973,Hyundai i20,Hyundai,i20,2021,25000,Petrol,Manual,18.6,795000
12974,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2011,56000,Petrol,Automatic,11.74,649000
12975,Hyundai Creta,Hyundai,Creta,2018,70000,Diesel,Automatic,17.01,1150000
12976,Maruti Swift Dzire,Maruti,Swift Dzire,2016,89504,Diesel,Manual,23.4,595000
12977,Maruti Alto,Maruti,Alto,2019,30000,Petrol,Manual,23.95,360000
12978,Volkswagen Vento,Volkswagen,Vento,2014,57500,Petrol,Automatic,14.4,350000
12979,Volkswagen Polo,Volkswagen,Polo,2018,63000,Diesel,Manual,20.14,655000
12980,Honda City,Honda,City,2021,9000,Diesel,Manual,25.6,1300000
12981,Honda CR-V,Honda,CR-V,2016,59000,Petrol,Manual,13.7,1525000
12982,Toyota Fortuner,Toyota,Fortuner,2013,91000,Diesel,Manual,11.5,1175000
12983,Maruti Alto,Maruti,Alto,2018,68000,Petrol,Manual,23.95,325000
12984,Hyundai Creta,Hyundai,Creta,2019,20000,Petrol,Manual,13.0,1035000
12985,Hyundai i20,Hyundai,i20,2015,70000,Petrol,Manual,18.5,330000
12986,Maruti Swift,Maruti,Swift,2020,45000,Petrol,Automatic,22.0,645000
12987,Maruti Eeco,Maruti,Eeco,2015,72000,CNG,Manual,20.88,325000
12988,Maruti Vitara,Maruti,Vitara,2020,25000,Diesel,Manual,24.3,985000
12989,Renault Duster,Renault,Duster,2018,50000,Diesel,Automatic,19.6,1050000
12990,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2012,75900,Diesel,Automatic,14.84,850000
12991,Renault Duster,Renault,Duster,2017,68000,Diesel,Manual,19.87,497000
12992,Hyundai i20,Hyundai,i20,2019,68678,Diesel,Manual,21.19,751000
12993,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2017,33000,Diesel,Automatic,13.0,2450000
12994,Hyundai i10,Hyundai,i10,2018,25166,Petrol,Manual,19.81,375000
12995,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2014,50000,Petrol,Manual,12.3,1349000
12996,Honda City,Honda,City,2011,65000,Petrol,Manual,17.0,275000
12998,Renault Duster,Renault,Duster,2015,61000,Diesel,Manual,20.46,675000
12999,Maruti Ciaz,Maruti,Ciaz,2017,50000,Petrol,Manual,20.73,700000
13000,Honda City,Honda,City,2011,80661,Petrol,Manual,17.0,390000
13001,Mahindra KUV,Mahindra,KUV,2018,70000,Petrol,Manual,18.15,275000
13002,Toyota Innova,Toyota,Innova,2015,160000,Diesel,Manual,12.99,1175000
13003,Honda City,Honda,City,2017,51000,Petrol,Manual,17.8,525000
13004,Hyundai Grand,Hyundai,Grand,2020,35000,Petrol,Automatic,18.9,550000
13005,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,2013,55000,Diesel,Automatic,14.21,1299000
13006,Maruti Swift,Maruti,Swift,2012,27284,Petrol,Manual,16.1,291000
13007,Maruti Ertiga,Maruti,Ertiga,2021,9001,Petrol,Automatic,18.69,1059000
13008,Hyundai Santro,Hyundai,Santro,2010,80000,Petrol,Manual,17.92,120000
13009,Mahindra Scorpio,Mahindra,Scorpio,2009,74000,Diesel,Manual,13.5,275000
13010,Audi A6,Audi,A6,2014,90000,Diesel,Automatic,17.68,1250000
13011,Toyota Innova,Toyota,Innova,2018,70000,Diesel,Manual,12.99,945000
13012,Hyundai i20,Hyundai,i20,2019,110000,Diesel,Manual,22.54,800000
13013,Maruti Vitara,Maruti,Vitara,2020,20180,Diesel,Automatic,24.3,975000
13014,Maruti Swift,Maruti,Swift,2014,79000,Diesel,Manual,17.8,369000
