,car_name,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,selling_price
17986,Honda City,Honda,City,7,56664,Diesel,Manual,25.6,591000
17989,Toyota Fortuner,Toyota,Fortuner,1,29000,Diesel,Automatic,12.9,3650000
17990,Mahindra XUV500,Mahindra,XUV500,4,112000,Diesel,Manual,16,1250000
17991,Renault Duster,Renault,Duster,7,179000,Diesel,Manual,19.01,550000
17992,Maruti Alto,Maruti,Alto,15,70000,Petrol,Manual,19.7,100000
17994,Toyota Innova,Toyota,Innova,2,31000,Diesel,Manual,13.68,2200000
17995,Ford Figo,Ford,Figo,7,67700,Diesel,Manual,20,285000
17999,Hyundai i20,Hyundai,i20,10,77590,Diesel,Manual,21.9,420000
18000,Honda City,Honda,City,4,54000,Petrol,Automatic,18,940000
18001,Mahindra Thar,Mahindra,Thar,3,45000,Diesel,Manual,16.55,900000
18002,Maruti Swift Dzire,Maruti,Swift Dzire,9,68600,Diesel,Manual,28.4,360000
18003,Maruti Ciaz,Maruti,Ciaz,4,47000,Diesel,Manual,28.09,745000
18004,Honda Amaze,Honda,Amaze,4,33033,Petrol,Manual,17.8,475000
18005,Honda Jazz,Honda,Jazz,2,12000,Petrol,Manual,18.7,825000
18006,Honda Jazz,Honda,Jazz,3,19023,Diesel,Manual,27.3,1010000
18007,BMW 7,BMW,7,10,70000,Diesel,Automatic,14.49,1950000
18008,Maruti Celerio,Maruti,Celerio,7,29000,Petrol,Automatic,23.1,449000
18009,BMW 5,BMW,5,4,24000,Diesel,Automatic,22.48,3100000
18010,BMW 5,BMW,5,8,43000,Diesel,Automatic,18.12,2600000
18011,Toyota Innova,Toyota,Innova,6,163000,Diesel,Manual,12.8,1150000
18012,Maruti Vitara,Maruti,Vitara,5,69919,Diesel,Manual,24.3,725000
18013,Volkswagen Polo,Volkswagen,Polo,5,32555,Petrol,Automatic,17.21,699000
18014,Hyundai Elantra,Hyundai,Elantra,3,22000,Petrol,Manual,14.59,1125000
18017,Mahindra Scorpio,Mahindra,Scorpio,6,100000,Diesel,Manual,15.4,800000
18018,Toyota Innova,Toyota,Innova,6,172000,Diesel,Manual,12.99,1179000
18019,Honda City,Honda,City,3,29000,Petrol,Manual,17.4,849000
18020,Honda Jazz,Honda,Jazz,5,56214,Diesel,Manual,27.3,450000
18021,Hyundai i20,Hyundai,i20,4,70650,Petrol,Manual,18.6,600000
18022,Hyundai i20,Hyundai,i20,3,90000,Diesel,Manual,22.54,650000
18023,BMW 3,BMW,3,5,57001,Diesel,Automatic,18.88,2025000
18025,Maruti Wagon R,Maruti,Wagon R,9,54000,Petrol,Manual,18.9,290000
18026,Maruti Alto,Maruti,Alto,11,100000,Petrol,Manual,19.7,180000
18027,Hyundai Santro,Hyundai,Santro,2,8000,Petrol,Manual,20.3,500000
18029,Mahindra Bolero,Mahindra,Bolero,10,73625,Diesel,Manual,13.6,378000
18031,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,40000,Petrol,Automatic,11.74,850000
18032,Hyundai Elantra,Hyundai,Elantra,9,90000,Diesel,Manual,22.7,950000
18033,Ford Ecosport,Ford,Ecosport,5,62131,Diesel,Manual,21.7,590000
18034,Volkswagen Polo,Volkswagen,Polo,2,23441,Diesel,Manual,20.14,850000
18036,Mahindra KUV,Mahindra,KUV,5,23521,Petrol,Manual,18.15,450000
18037,Ford Ecosport,Ford,Ecosport,6,55375,Diesel,Manual,22.77,800000
18038,Toyota Innova,Toyota,Innova,3,37000,Diesel,Automatic,11.36,1950000
18040,Hyundai i10,Hyundai,i10,7,27123,Petrol,Manual,20.36,300000
18041,Hyundai Grand,Hyundai,Grand,6,29000,Petrol,Manual,18.9,495000
18042,Hyundai Grand,Hyundai,Grand,7,40000,Petrol,Manual,18.9,500000
18043,Maruti Swift,Maruti,Swift,3,16000,Petrol,Automatic,22,620000
18044,Maruti Alto,Maruti,Alto,7,20000,Petrol,Manual,23.95,270000
18045,Maruti Ertiga,Maruti,Ertiga,6,40000,Diesel,Manual,24.52,800000
18046,Maruti Swift,Maruti,Swift,6,127000,Diesel,Manual,28.4,585000
18049,Hyundai Elantra,Hyundai,Elantra,5,46000,Diesel,Automatic,22.7,935000
18050,Maruti Swift Dzire,Maruti,Swift Dzire,2,50000,Petrol,Manual,21.21,630000
18051,Maruti Swift Dzire,Maruti,Swift Dzire,7,87500,Diesel,Manual,23.4,560000
18052,Mahindra XUV500,Mahindra,XUV500,9,120456,Diesel,Manual,15.1,825000
18053,Honda City,Honda,City,8,65000,Petrol,Manual,17,500000
18054,Audi A6,Audi,A6,9,33000,Diesel,Automatic,17.68,1850000
18055,Maruti Ciaz,Maruti,Ciaz,5,49000,Diesel,Manual,26.21,625000
18056,Hyundai i10,Hyundai,i10,8,83677,Petrol,Manual,19.81,270000
18057,Maruti Swift Dzire,Maruti,Swift Dzire,6,43290,Petrol,Manual,20.85,585000
18058,Hyundai i20,Hyundai,i20,7,44000,Diesel,Manual,22.54,460000
18059,Maruti Ertiga,Maruti,Ertiga,5,25000,Diesel,Manual,24.52,750000
18060,Hyundai i20,Hyundai,i20,4,35000,Petrol,Manual,18.6,550000
18061,Volkswagen Vento,Volkswagen,Vento,8,66000,Diesel,Manual,22.27,390000
18062,Hyundai Verna,Hyundai,Verna,6,75000,Petrol,Automatic,15.74,700000
18063,Mini Cooper,Mini,Cooper,6,34000,Diesel,Automatic,16.6,1875000
18064,Maruti Celerio,Maruti,Celerio,6,76400,Petrol,Automatic,23.1,435000
18065,Hyundai i20,Hyundai,i20,12,85000,Petrol,Manual,17,275000
18067,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000,Diesel,Automatic,14.21,1045000
18068,Maruti Eeco,Maruti,Eeco,1,8200,Petrol,Manual,16.11,410000
18069,Hyundai i20,Hyundai,i20,9,74508,Diesel,Manual,22.54,435000
18072,Toyota Innova,Toyota,Innova,4,36000,Diesel,Automatic,11.36,1995000
18073,Honda City,Honda,City,3,5925,Petrol,Manual,17.4,1200000
18075,Jaguar XF,Jaguar,XF,6,80000,Diesel,Automatic,16.36,2850000
18076,Hyundai Creta,Hyundai,Creta,4,33000,Petrol,Manual,13,1140000
18079,Honda Amaze,Honda,Amaze,3,3919,Diesel,Automatic,23.8,895000
18080,Tata Tiago,Tata,Tiago,4,11300,Petrol,Automatic,23.84,525000
18081,Volkswagen Polo,Volkswagen,Polo,3,26193,Petrol,Automatic,17.21,972000
18082,Volkswagen Vento,Volkswagen,Vento,8,65000,Diesel,Manual,20.54,385000
18083,Hyundai Grand,Hyundai,Grand,3,25000,Petrol,Manual,18.9,490000
18085,Honda City,Honda,City,7,82911,Diesel,Manual,26,580000
18086,Honda City,Honda,City,11,65000,Petrol,Manual,17,325000
18087,Skoda Rapid,Skoda,Rapid,9,78000,Diesel,Manual,20.5,375000
18089,Tata Harrier,Tata,Harrier,2,22000,Diesel,Manual,17,1500000
18090,Hyundai Creta,Hyundai,Creta,5,43000,Petrol,Automatic,14.8,1050000
18091,Hyundai i10,Hyundai,i10,13,78000,Petrol,Manual,19.81,260000
18092,Hyundai i20,Hyundai,i20,4,60000,Petrol,Manual,17.19,660000
18093,Hyundai i20,Hyundai,i20,2,15500,Diesel,Manual,22.54,940000
18094,Toyota Innova,Toyota,Innova,11,120000,Diesel,Manual,12.8,650000
18095,Honda Amaze,Honda,Amaze,6,37000,Petrol,Manual,18,475000
18097,Volkswagen Vento,Volkswagen,Vento,9,120000,Diesel,Manual,20.54,375000
18099,Honda Amaze,Honda,Amaze,8,64000,Diesel,Manual,25.8,375000
18100,Maruti Swift Dzire,Maruti,Swift Dzire,2,11000,Petrol,Manual,21.21,600000
18101,Mercedes-Benz CLS,Mercedes-Benz,CLS,8,52000,Diesel,Automatic,19.4,1200000
18102,Nissan Kicks,Nissan,Kicks,2,6200,Diesel,Manual,19.39,1450000
18103,Honda City,Honda,City,3,41000,Petrol,Manual,17.4,800000
18105,Toyota Innova,Toyota,Innova,5,57000,Diesel,Automatic,13.68,1700000
18106,Skoda Rapid,Skoda,Rapid,8,77000,Diesel,Manual,21.14,425000
18107,Audi A4,Audi,A4,8,38672,Diesel,Automatic,15.2,1285000
18108,Mahindra XUV500,Mahindra,XUV500,4,30000,Diesel,Manual,16,1575000
18109,Toyota Innova,Toyota,Innova,5,107000,Diesel,Manual,13.68,1745000
18110,Honda Civic,Honda,Civic,13,60000,Petrol,Manual,13.5,350000
18111,Hyundai i20,Hyundai,i20,11,78500,Diesel,Manual,23,200000
18113,Ford Aspire,Ford,Aspire,5,43652,Petrol,Manual,18.16,430000
18114,Toyota Innova,Toyota,Innova,9,120000,Diesel,Manual,12.99,780000
18115,Maruti Swift,Maruti,Swift,7,96000,Diesel,Manual,25.2,480000
18116,Hyundai i10,Hyundai,i10,12,70000,Petrol,Automatic,16.95,235000
18118,Maruti Swift,Maruti,Swift,9,126000,Petrol,Manual,18.6,315000
18119,Hyundai Verna,Hyundai,Verna,8,80000,Diesel,Manual,22.32,800000
18120,BMW X1,BMW,X1,9,53000,Diesel,Automatic,17.05,1150000
18121,Hyundai Grand,Hyundai,Grand,5,33500,Diesel,Manual,24,365000
18124,Mahindra Scorpio,Mahindra,Scorpio,6,120000,Diesel,Manual,15.4,900000
18125,Honda City,Honda,City,7,68000,Diesel,Manual,26,505000
18126,Tata Safari,Tata,Safari,5,66000,Diesel,Manual,14.1,900000
18127,Hyundai Santro,Hyundai,Santro,12,110000,LPG,Manual,13.45,200000
18128,Honda Amaze,Honda,Amaze,6,119621,Diesel,Manual,25.8,410000
18129,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,19500,Diesel,Automatic,13.5,5700000
18130,Maruti Ertiga,Maruti,Ertiga,7,46000,Petrol,Manual,19.01,595000
18131,Ford Freestyle,Ford,Freestyle,3,30000,Petrol,Manual,19,680000
18132,Maruti Alto,Maruti,Alto,8,35000,Petrol,Manual,22.74,185000
18135,Maruti Ciaz,Maruti,Ciaz,5,35000,Diesel,Manual,28.09,680000
18136,Maruti Alto,Maruti,Alto,5,28000,Petrol,Manual,23.95,360000
18137,Honda City,Honda,City,6,90000,Diesel,Manual,26,620000
18138,Mahindra XUV500,Mahindra,XUV500,7,90000,Diesel,Manual,15.1,780000
18139,Maruti Swift,Maruti,Swift,11,36000,Petrol,Manual,16.6,350000
18140,Land Rover Rover,Land Rover,Rover,8,89000,Diesel,Automatic,12.7,2600000
18141,Maruti Alto,Maruti,Alto,4,50000,Petrol,Manual,24.7,290000
18142,Datsun GO,Datsun,GO,5,36583,Petrol,Manual,20.63,240000
18143,Mahindra XUV500,Mahindra,XUV500,9,74000,Diesel,Manual,15.1,825000
18144,Toyota Innova,Toyota,Innova,10,95000,Diesel,Manual,12.8,1200000
18145,Maruti Celerio,Maruti,Celerio,3,39472,Petrol,Automatic,21.63,464000
18148,Maruti Baleno,Maruti,Baleno,4,70000,Diesel,Manual,27.39,820000
18150,Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Diesel,Manual,19.3,421000
18151,Skoda Rapid,Skoda,Rapid,3,19000,Diesel,Automatic,21.72,960000
18152,Maruti Celerio,Maruti,Celerio,4,17210,Petrol,Automatic,23.1,468000
18153,Maruti Alto,Maruti,Alto,15,100785,Petrol,Manual,19.7,65000
18154,Honda City,Honda,City,22,70000,Petrol,Manual,13,70000
18157,Toyota Innova,Toyota,Innova,6,95000,Diesel,Manual,12.8,1175000
18158,Tata Safari,Tata,Safari,7,151037,Diesel,Manual,14,725000
18161,Renault KWID,Renault,KWID,4,15000,Petrol,Manual,23.01,370000
18162,Honda City,Honda,City,4,29000,Petrol,Manual,17.4,790000
18163,Hyundai Verna,Hyundai,Verna,10,110000,Diesel,Manual,22.32,530000
18164,Toyota Camry,Toyota,Camry,5,85000,Electric,Automatic,19.16,1865000
18165,Hyundai i20,Hyundai,i20,4,11577,Petrol,Manual,18.6,685000
18166,Hyundai i20,Hyundai,i20,8,64321,Petrol,Manual,18.5,430000
18167,Tata Hexa,Tata,Hexa,4,21000,Diesel,Automatic,17.6,1450000
18168,Maruti Celerio,Maruti,Celerio,5,67000,Petrol,Automatic,23.1,415000
18169,Hyundai Creta,Hyundai,Creta,4,25500,Petrol,Automatic,13,1090000
18171,Maruti Eeco,Maruti,Eeco,3,14917,CNG,Manual,21.94,475000
18172,Hyundai Creta,Hyundai,Creta,4,50000,Petrol,Automatic,13,1100000
18173,Hyundai i20,Hyundai,i20,5,106000,Diesel,Manual,21.19,675000
18175,Maruti Alto,Maruti,Alto,1,5000,Petrol,Manual,22.05,400000
18176,Maruti Swift,Maruti,Swift,4,11707,Petrol,Manual,21.21,650000
18177,Maruti Alto,Maruti,Alto,3,58000,CNG,Manual,33.44,350000
18178,Volkswagen Polo,Volkswagen,Polo,3,7000,Petrol,Manual,16.47,745000
18179,Hyundai Grand,Hyundai,Grand,5,45500,Petrol,Manual,18.9,420000
18180,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Diesel,Manual,23.4,515000
18182,Tata Tiago,Tata,Tiago,4,30000,Petrol,Manual,23.84,400000
18183,Mahindra Thar,Mahindra,Thar,4,42000,Diesel,Manual,16.55,795000
18184,Mahindra KUV100,Mahindra,KUV100,3,30000,Diesel,Manual,25.32,500000
18185,Maruti Celerio,Maruti,Celerio,4,60000,Petrol,Manual,23.1,400000
18186,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,Petrol,Automatic,11.74,1350000
18187,Hyundai Verna,Hyundai,Verna,8,80000,Petrol,Manual,17.01,375000
18188,Toyota Innova,Toyota,Innova,8,90000,Diesel,Manual,12.99,1300000
18189,Ford Figo,Ford,Figo,9,80000,Diesel,Manual,20,240000
18190,Maruti Alto,Maruti,Alto,6,15200,Petrol,Manual,22.74,260000
18191,Mahindra XUV500,Mahindra,XUV500,3,29890,Diesel,Manual,15.1,1265000
18192,Toyota Innova,Toyota,Innova,6,113000,Diesel,Manual,12.99,1150000
18193,Mahindra KUV,Mahindra,KUV,5,57589,Diesel,Manual,25.32,551000
18196,Honda City,Honda,City,7,35000,Petrol,Manual,17.4,500000
18197,Hyundai Grand,Hyundai,Grand,7,35000,Petrol,Manual,18.9,475000
18198,Maruti Baleno,Maruti,Baleno,5,70000,Diesel,Manual,27.39,650000
18199,Hyundai Creta,Hyundai,Creta,3,40000,Diesel,Manual,19.67,1275000
18201,Mahindra Bolero,Mahindra,Bolero,8,120000,Diesel,Manual,15.96,510000
18202,Hyundai i10,Hyundai,i10,8,80000,Petrol,Manual,20.36,255000
18204,Audi A4,Audi,A4,8,60000,Diesel,Automatic,16.55,1550000
18205,Honda Civic,Honda,Civic,11,77000,Petrol,Manual,13.5,320000
18206,Maruti Alto,Maruti,Alto,15,80000,Petrol,Manual,19.7,100000
18207,Maruti Alto,Maruti,Alto,8,8333,Petrol,Manual,20.92,270000
18208,Hyundai i20,Hyundai,i20,7,46000,Petrol,Manual,18.5,451000
18209,Hyundai Grand,Hyundai,Grand,6,35372,Petrol,Manual,18.9,425000
18210,Audi A6,Audi,A6,7,52000,Diesel,Automatic,17.68,1799000
18211,Toyota Fortuner,Toyota,Fortuner,8,100000,Diesel,Manual,12.55,1250000
18212,Hyundai i10,Hyundai,i10,11,60000,Petrol,Manual,20.36,235000
18214,Hyundai i10,Hyundai,i10,10,49000,Petrol,Manual,20.36,249000
18215,Honda City,Honda,City,10,80000,Petrol,Manual,17,550000
18216,Maruti Baleno,Maruti,Baleno,3,4000,Petrol,Manual,21.4,645000
18217,Mahindra XUV500,Mahindra,XUV500,4,80000,Diesel,Automatic,16,1300000
18218,Honda City,Honda,City,11,106000,Petrol,Automatic,16.8,385000
18219,Hyundai Creta,Hyundai,Creta,3,12000,Petrol,Manual,15.29,940000
18222,Tata Hexa,Tata,Hexa,3,20000,Diesel,Manual,17.6,1200000
18223,Volkswagen Vento,Volkswagen,Vento,10,69988,Diesel,Manual,20.54,349000
18225,Maruti Baleno,Maruti,Baleno,2,15000,Petrol,Automatic,21.4,770000
18226,BMW 5,BMW,5,4,12500,Diesel,Automatic,22.48,4175000
18227,Maruti Ertiga,Maruti,Ertiga,2,8400,Petrol,Manual,19.01,1075000
18228,Mahindra XUV500,Mahindra,XUV500,9,80000,Diesel,Manual,15.1,875000
18229,Hyundai i20,Hyundai,i20,2,16000,Diesel,Manual,22.54,861000
18230,Maruti Ciaz,Maruti,Ciaz,5,103000,Diesel,Manual,28.09,745000
18231,Toyota Innova,Toyota,Innova,4,47000,Diesel,Manual,13.68,1750000
18232,Renault KWID,Renault,KWID,4,18000,Petrol,Manual,25.17,350000
18233,Jeep Compass,Jeep,Compass,4,44000,Diesel,Manual,16.3,1599000
18234,Renault Duster,Renault,Duster,6,120000,Diesel,Manual,20.45,600000
18235,Toyota Innova,Toyota,Innova,8,106000,Diesel,Manual,12.99,950000
18236,Maruti Swift Dzire,Maruti,Swift Dzire,4,3700,Petrol,Automatic,21.21,745000
18237,Honda Jazz,Honda,Jazz,5,20040,Petrol,Automatic,19,645000
18238,Toyota Innova,Toyota,Innova,14,118000,Diesel,Manual,12.8,450000
18239,Tata Hexa,Tata,Hexa,4,30000,Diesel,Manual,17.6,1330000
18240,Toyota Yaris,Toyota,Yaris,3,25000,Petrol,Manual,17.1,1050000
18241,Hyundai Verna,Hyundai,Verna,12,74475,Diesel,Manual,16.8,260000
18242,Hyundai Verna,Hyundai,Verna,3,28246,Petrol,Manual,17.7,885000
18244,Mahindra Scorpio,Mahindra,Scorpio,4,68500,Diesel,Manual,15.4,1270000
18245,Honda City,Honda,City,6,85118,Petrol,Automatic,18,660000
18247,Skoda Octavia,Skoda,Octavia,3,29000,Diesel,Automatic,19.5,2175000
18248,Maruti Alto,Maruti,Alto,6,16000,Petrol,Automatic,23.95,388000
18251,Honda City,Honda,City,3,20000,Petrol,Manual,17.8,870000
18252,Maruti Wagon R,Maruti,Wagon R,9,40000,Petrol,Manual,18.9,240000
18253,Mahindra XUV500,Mahindra,XUV500,3,29000,Diesel,Manual,15.1,1240000
18255,Honda Amaze,Honda,Amaze,8,42000,Diesel,Manual,25.8,475000
18256,BMW 3,BMW,3,4,20000,Diesel,Automatic,22.69,3000000
18257,Maruti Wagon R,Maruti,Wagon R,9,58700,Petrol,Manual,21.79,355000
18258,Toyota Fortuner,Toyota,Fortuner,4,55000,Diesel,Automatic,15.04,2800000
18259,Mahindra XUV500,Mahindra,XUV500,6,50000,Diesel,Manual,15.1,675000
18260,BMW 3,BMW,3,3,70000,Petrol,Automatic,15.34,3400000
18261,Maruti Swift,Maruti,Swift,5,46000,Petrol,Manual,20.4,380000
18262,Skoda Octavia,Skoda,Octavia,12,200000,Diesel,Manual,18.7,290000
18263,Maruti Alto,Maruti,Alto,1,7000,Petrol,Manual,22.05,365000
18265,Tata Nexon,Tata,Nexon,3,69000,Diesel,Manual,21.5,790000
18266,Hyundai i20,Hyundai,i20,6,94532,Diesel,Manual,22.54,685000
18267,Toyota Fortuner,Toyota,Fortuner,7,95000,Diesel,Automatic,12.55,1449000
18268,Tata Hexa,Tata,Hexa,3,34000,Diesel,Automatic,17.6,1490000
18269,Ford Aspire,Ford,Aspire,5,111000,Diesel,Manual,25.83,550000
18270,BMW 5,BMW,5,7,70400,Diesel,Automatic,18.84,2150000
18271,Maruti Alto,Maruti,Alto,3,25000,Petrol,Manual,24.7,300000
18272,Maruti Swift,Maruti,Swift,5,30000,Petrol,Manual,21.21,450000
18273,Ford Endeavour,Ford,Endeavour,4,43000,Diesel,Automatic,10.91,2875000
18274,Ford Ecosport,Ford,Ecosport,6,52000,Diesel,Manual,22.77,795000
18275,Mahindra XUV500,Mahindra,XUV500,5,99000,Diesel,Automatic,16,1175000
18276,Maruti Wagon R,Maruti,Wagon R,9,50000,Petrol,Manual,18.9,230000
18278,Ford Figo,Ford,Figo,9,32000,Petrol,Manual,15.6,315000
18279,Maruti Swift,Maruti,Swift,7,70000,Diesel,Manual,25.2,400000
18280,Maruti Alto,Maruti,Alto,8,60000,Petrol,Manual,20.92,210000
18282,Maruti Ignis,Maruti,Ignis,4,35318,Petrol,Manual,20.89,465000
18284,Toyota Innova,Toyota,Innova,4,47000,Diesel,Automatic,11.36,1745000
18285,Maruti Swift,Maruti,Swift,6,47529,Petrol,Manual,21.21,635000
18286,Maruti Eeco,Maruti,Eeco,6,49000,CNG,Manual,15.1,375000
18287,Honda City,Honda,City,8,56000,Petrol,Manual,16.8,495000
18288,Tata Tigor,Tata,Tigor,2,5000,Petrol,Manual,20.3,740000
18289,Toyota Innova,Toyota,Innova,4,61000,Diesel,Automatic,11.36,1445000
18290,Hyundai Verna,Hyundai,Verna,5,52000,Diesel,Manual,23.9,875000
18291,Maruti Wagon R,Maruti,Wagon R,8,67370,CNG,Manual,26.6,270000
18292,Maruti Wagon R,Maruti,Wagon R,7,65000,Petrol,Manual,20.51,350000
18294,Honda City,Honda,City,4,27000,Petrol,Manual,17.8,875000
18295,Maruti Swift Dzire,Maruti,Swift Dzire,9,52000,Diesel,Manual,19.3,510000
18298,Hyundai Creta,Hyundai,Creta,5,60000,Diesel,Manual,19.67,880000
18300,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,51000,Diesel,Automatic,12,3100000
18301,Maruti Wagon R,Maruti,Wagon R,9,35000,Petrol,Manual,18.9,300000
18302,Maruti Ciaz,Maruti,Ciaz,4,70000,Diesel,Manual,28.09,795000
18303,Volkswagen Polo,Volkswagen,Polo,6,60942,Diesel,Manual,20.14,560000
18304,Hyundai Creta,Hyundai,Creta,5,46432,Petrol,Manual,15.8,945000
18305,Hyundai Venue,Hyundai,Venue,2,6500,Petrol,Automatic,18.15,1100000
18306,Hyundai Verna,Hyundai,Verna,3,16000,Petrol,Automatic,17,1125000
18307,Mahindra Scorpio,Mahindra,Scorpio,8,54000,Diesel,Manual,14,525000
18308,Hyundai Creta,Hyundai,Creta,5,108000,Diesel,Manual,19.67,1115000
18309,Hyundai i10,Hyundai,i10,9,49000,Petrol,Automatic,16.95,315000
18310,Maruti Swift,Maruti,Swift,3,26000,Petrol,Automatic,22,675000
18312,Tata Nexon,Tata,Nexon,4,20000,Petrol,Manual,17,650000
18313,Hyundai Verna,Hyundai,Verna,9,58000,Diesel,Manual,22.32,619000
18314,Ford Endeavour,Ford,Endeavour,3,49000,Diesel,Automatic,10.91,3150000
18315,Maruti Baleno,Maruti,Baleno,4,60000,Petrol,Manual,21.1,650000
18316,Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Petrol,Manual,20.85,385000
18318,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,25000,Diesel,Automatic,19.27,2500000
18321,Mahindra XUV500,Mahindra,XUV500,9,74000,Diesel,Manual,15.1,775000
18323,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Diesel,Manual,28.4,650000
18324,Maruti Wagon R,Maruti,Wagon R,3,77000,CNG,Manual,26.6,485000
18325,Maruti Swift Dzire,Maruti,Swift Dzire,7,57028,Petrol,Manual,21.21,460000
18326,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,100000,Diesel,Manual,15.8,675000
18327,Volkswagen Vento,Volkswagen,Vento,11,55000,Petrol,Manual,15.04,375000
18328,Maruti Alto,Maruti,Alto,12,86240,Petrol,Manual,19.7,210000
18331,Hyundai Grand,Hyundai,Grand,4,10000,Petrol,Automatic,18.9,585000
18332,Maruti Alto,Maruti,Alto,1,5000,Petrol,Manual,22.05,290000
18333,Volkswagen Polo,Volkswagen,Polo,5,40000,Petrol,Automatic,17.21,740000
18334,Hyundai Verna,Hyundai,Verna,6,54068,Petrol,Manual,17.1,671000
18336,Volkswagen Polo,Volkswagen,Polo,11,51000,Petrol,Manual,16.47,275000
18337,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,32057,Diesel,Automatic,14.84,3350000
18338,Jeep Compass,Jeep,Compass,4,28025,Diesel,Manual,17.1,1880000
18339,Maruti Swift,Maruti,Swift,2,5000,Petrol,Manual,21.21,550000
18340,Maruti Swift Dzire,Maruti,Swift Dzire,11,52000,Petrol,Manual,17.5,250000
18341,Maruti Baleno,Maruti,Baleno,3,14000,Petrol,Manual,21.4,731000
18342,Maruti Wagon R,Maruti,Wagon R,15,37000,Petrol,Manual,21.79,135000
18343,Maruti Swift,Maruti,Swift,8,54540,Diesel,Manual,28.4,430000
18344,Hyundai i20,Hyundai,i20,6,90000,Petrol,Manual,18.6,490000
18346,Ford Aspire,Ford,Aspire,5,80000,Diesel,Manual,26.1,600000
18347,Hyundai Verna,Hyundai,Verna,4,50000,Petrol,Manual,17.01,950000
18348,Kia Carnival,Kia,Carnival,1,8800,Diesel,Automatic,14.11,3200000
18349,Hyundai Grand,Hyundai,Grand,7,65000,Petrol,Automatic,18.9,485000
18352,Maruti Celerio,Maruti,Celerio,5,39500,Diesel,Manual,27.62,430000
18353,Honda City,Honda,City,4,22000,Petrol,Manual,17.4,825000
18354,Renault Duster,Renault,Duster,8,75000,Diesel,Manual,19.6,550000
18355,Maruti Wagon R,Maruti,Wagon R,16,96000,Petrol,Manual,18.9,185000
18356,Maruti Alto,Maruti,Alto,15,75000,Petrol,Manual,19.7,105000
18358,Honda City,Honda,City,11,90000,Petrol,Automatic,16.8,328000
18359,Toyota Innova,Toyota,Innova,8,80000,Diesel,Manual,12.99,1300000
18361,Maruti Swift Dzire,Maruti,Swift Dzire,6,38000,Petrol,Manual,21.21,530000
18364,Honda Jazz,Honda,Jazz,4,41615,Petrol,Manual,18.7,611000
18365,Maruti Vitara,Maruti,Vitara,3,30000,Diesel,Manual,24.3,750000
18366,Hyundai Creta,Hyundai,Creta,4,27000,Petrol,Manual,15.29,1035000
18367,Kia Seltos,Kia,Seltos,1,1600,Diesel,Manual,20.8,1925000
18368,BMW 3,BMW,3,10,51048,Diesel,Automatic,13.2,815000
18369,Maruti Alto,Maruti,Alto,2,8000,Petrol,Automatic,23.95,415000
18371,Maruti Wagon R,Maruti,Wagon R,2,22000,CNG,Manual,26.6,517000
18372,Maruti Swift,Maruti,Swift,6,70000,Diesel,Manual,25.2,525000
18373,BMW 3,BMW,3,10,41000,Diesel,Automatic,16.07,1700000
18374,Toyota Fortuner,Toyota,Fortuner,8,92000,Diesel,Manual,12.55,1511000
18375,Audi A6,Audi,A6,4,23000,Diesel,Automatic,18.53,3150000
18376,Ford Figo,Ford,Figo,7,110000,Diesel,Manual,20,275000
18377,Mahindra XUV500,Mahindra,XUV500,8,58000,Diesel,Manual,15.1,550000
18378,Honda Amaze,Honda,Amaze,6,120000,Diesel,Manual,25.8,450000
18379,Hyundai Creta,Hyundai,Creta,3,47800,Petrol,Automatic,14.8,1215000
18380,Hyundai i20,Hyundai,i20,6,27000,Petrol,Manual,17.19,502000
18382,Audi A6,Audi,A6,10,68000,Diesel,Automatic,17.68,1600000
18384,Maruti Swift,Maruti,Swift,5,58000,Petrol,Manual,20.4,490000
18385,Mahindra XUV500,Mahindra,XUV500,6,80000,Diesel,Manual,15.1,925000
18386,Maruti Baleno,Maruti,Baleno,5,40000,Petrol,Manual,21.4,550000
18387,Toyota Innova,Toyota,Innova,3,79774,Diesel,Manual,13.68,1280000
18388,Maruti Ertiga,Maruti,Ertiga,4,27000,CNG,Manual,17.5,811000
18390,Volkswagen Polo,Volkswagen,Polo,6,47700,Petrol,Automatic,17.21,695000
18391,Maruti Ignis,Maruti,Ignis,3,38000,Petrol,Manual,20.89,509000
18392,Honda Amaze,Honda,Amaze,7,120000,Diesel,Manual,25.8,300000
18394,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,153000,Diesel,Automatic,12,2600000
18395,Maruti Ciaz,Maruti,Ciaz,5,55000,Petrol,Manual,20.73,650000
18396,BMW 3,BMW,3,13,96000,Petrol,Automatic,10.9,1600000
